"clearances_avg_home","corners_avg_home","passes_avg_home","possession_avg_home","shots_avg_home","shots_on_target_avg_home","touches_avg_home","goals_scored_ft_avg_home","goals_conced_ft_avg_home","performance_acum_home"
"26.6","4.9","325.4","40.1","9.9","2.8","523.9","0.91","1.23","39"
"19","5.6","509.8","57.5","14.3","4.2","702.1","1.5","1.9","36.7"
"30.9","4.7","354.6","44.5","12.5","4.4","563.5","1.2","1.1","50"
"22","6.7","550.6","57.5","18.7","7.5","747.8","2.4","0.8","73.3"
"21.4","4.7","379.3","44.2","9.9","3.8","581.8","1.2","2.2","20"
"24.8","3.6","472.8","52.9","13.1","4.7","672.8","1.2","1.2","43.3"
"24.3","3.5","376.6","44","12.4","2.8","577.5","0.8","1","43.3"
"28.6","4.7","354.4","41.8","9.5","3.2","545","0.8","1.1","46.7"
"23.3","6.5","561.1","58.6","17.4","6","781.4","1.71","0.86","64.3"
"18.7","5.4","497.9","56.2","14","4","696.2","1.21","1.64","35.7"
"22.6","5.2","567.7","60.1","10.4","3.8","759.4","1.43","0.71","66.7"
"25.9","5.6","448.6","50.7","14.4","4.9","651.3","1.43","1.21","47.6"
"22","3.6","413.5","47.5","10.1","3.1","602.7","0.79","1","45.2"
"24","3.8","488.1","52.8","11.9","3.9","684.9","1","1.36","33.3"
"25.8","4.1","383.6","44.9","12.6","3.4","585.4","1.07","1.14","45.2"
"28.1","4.2","335.6","40.3","8.9","3","529.9","0.93","1.29","42.9"
"21.4","6.2","514","56.6","13.8","4.2","715.5","1.5","1.36","46.4"
"25.1","6.1","482.3","52.7","14","4.7","689.9","1.81","1.33","46.9"
"25.3","7","532.7","56.7","16.9","5.6","741.6","1.78","1.15","58"
"22","4.4","396.5","46.3","10.2","3.7","599","1","1.85","29.6"
"28.5","5.3","422.1","49.2","13.2","4.2","625.2","1.25","1","47.6"
"28.1","4.3","476.9","52.2","11.8","3.6","678.6","0.96","1.32","35.7"
"28.2","6.6","487.8","57","16.7","6.7","708.4","1.75","0.79","64.3"
"26","4","377.2","44.4","11.5","3.4","584.9","1.04","1.04","44"
"25.4","4.9","415.8","49.6","10.9","3.3","627.2","0.75","1.67","18.1"
"23.5","7.3","504.1","56.7","16.3","4.8","722.7","1.26","1.48","44.9"
"25.1","7","536.7","57","17.1","6","742.3","1.92","0.96","65.3"
"22.5","4.4","390.6","45.5","10","3.6","593.8","1.04","1.83","29.2"
"26.1","5.5","432.3","50.4","13.9","4.5","637.8","1.33","1","47.2"
"21.2","4","428.8","49.3","10.8","3.3","620.4","1","1.17","45.8"
"26.9","4","488.2","52.8","11.5","3.8","687.2","0.96","1.33","36.1"
"28.9","6.6","482.8","56.4","16.4","6.6","701.9","1.83","0.79","62.5"
"25.7","5.9","456.4","51.4","12.3","3.9","668.4","1.23","1.77","39"
"25.4","4.5","402.4","46.5","10.4","3","611.6","0.75","2","14.8"
"25.9","5.8","360.9","45.3","12.1","4","574.8","1","1.28","36.1"
"27.9","5","349.6","42.5","13.1","4.6","568.9","1.78","0.94","71.3"
"32.8","4.9","379.2","45.8","10.9","3.4","574.4","1","1.74","29.5"
"34.1","4","337.5","41.2","11.6","3.6","537.1","1.14","1.66","30.5"
"27.4","5.6","396.5","48.4","14.1","4.7","609.9","1.71","1.23","56.2"
"20.7","5.4","472.4","52.8","10.9","3.6","675.2","1.2","2.3","26.7"
"25.2","4.7","336","43","14.9","5","552.7","2.09","1.73","66.7"
"23.8","4.5","564.4","58.9","10","3.8","754.5","1.36","0.73","63.6"
"30.4","6.5","423.5","50.7","13.8","4.3","617.3","1.36","2.09","27.3"
"20.5","3.7","422","48.5","10","3.2","611.6","0.82","1.09","39.4"
"25.6","3.2","351.9","42","10.1","3.4","541.2","1.18","2.27","18.2"
"25.7","6","388.7","46.7","13.3","4.3","593.2","2","1.36","60.6"
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"25.4","4.6","409.1","47.6","10.5","3","619.2","0.69","1.94","16.7"
"26","5.6","360.4","45.4","12.4","4","573.6","1.1","1.35","36.6"
"24.8","7.1","542.9","57.3","17.2","5.6","751.9","1.81","1.03","58.1"
"29.7","5.5","422.9","49.6","13.2","4.2","627.8","1.28","1.03","49"
"28.8","4.3","475","52.5","11.7","3.5","679.5","1.03","1.31","38.5"
"25.4","4.1","379.3","44.4","11.3","3.4","587.1","0.97","1.16","39.8"
"27.9","5.6","395.1","48.1","13.8","4.6","608.6","1.58","1.19","54.8"
"20","6.1","522","57.7","11.1","3.8","719.1","1.24","0.88","57.8"
"28.7","5.9","425","49.9","13.6","4.3","630","1.4","1.06","51.4"
"28.2","4.3","479.6","52.7","11.6","3.4","686.2","0.97","1.4","38.1"
"25.7","5.7","432.7","49.5","11.7","4","638.7","1.3","1.3","43.3"
"27.4","5.6","427.1","48.4","15","5.2","632.6","1.6","1.3","46.7"
"23.3","7.2","510.6","56.6","16","5.2","726.4","1.55","1.41","48.3"
"32.3","4","343.9","41.4","11.5","3.6","541.2","1.16","1.77","29"
"28.2","6.7","493","57.2","17.1","6.9","713.9","1.78","0.78","64.6"
"26.2","4.2","411.4","48.3","10.5","2.8","625","0.87","1.87","13.3"
"22.4","7.6","495.1","53.8","14.3","4.8","712.1","1.21","1.21","47.6"
"29.3","5.6","469.1","54.6","15.3","6.4","687.7","1.67","0.8","57.8"
"25.9","4.4","412.7","48.2","10.3","3.1","621.1","0.76","1.9","18.4"
"22.2","4","296.2","38.2","11.8","4.2","495.8","2","1.25","66.7"
"22.5","4","368.8","44.3","8.5","3","559.5","1.5","2.5","16.7"
"22.9","6.2","536.2","56.4","15","5.6","750.5","1.56","0.88","64"
"25.9","4.8","414.6","49.5","10.8","3.2","625.9","0.8","1.6","21.3"
"25.3","7.2","537.8","57.4","17.3","5.9","745","1.88","1.04","62.7"
"22.6","6","557.8","58.2","15","5.5","772","1.65","0.97","61.3"
"20.6","6.3","517.3","56.2","13.8","4.6","719.2","1.57","1.41","44.1"
"26.1","5.8","474.7","52","12.9","4.5","679.5","1.51","1.49","39.6"
"24.4","4.3","399.1","46.8","10.2","3.8","606.9","1.05","1.73","30.6"
"28.7","5.9","419.4","49.1","13.5","4.4","624.4","1.49","1.08","54.1"
"21.6","4","432.1","49.8","11.1","3.4","624.9","1.05","1.46","43.2"
"27.9","4.3","477.7","52.5","11.8","3.6","684.1","1.11","1.38","41.4"
"24.5","4.2","381.9","44.8","11.5","3.6","587.8","1.03","1.3","39.6"
"26.1","4.9","323.7","39.9","10.1","2.9","522.4","0.89","1.27","37.8"
"34","4","272","37.1","11","7","450","3","1","100"
"21","6","764","69.1","20","7","921","3","0","100"
"26.2","5.8","455.3","51.9","12","3.9","667.8","1.25","1.69","42.7"
"22.9","6.1","545","57.2","15","5.6","760.5","1.72","1.03","61.5"
"27.6","5.2","351.9","43","13.2","4.6","571.6","1.73","0.94","72.7"
"23.5","7.4","504.6","56.7","16.4","4.9","722.8","1.2","1.35","46.7"
"21.8","3.9","425","49.1","11","3.4","617.9","1.14","1.05","50.8"
"23.4","4.2","370.5","42.2","8.4","3","576.4","0.75","2.12","12.5"
"23.9","3.8","491.8","52.8","11.8","3.9","690","0.94","1.5","29.2"
"26.6","4.1","388.8","45.6","12.7","3.9","590.6","1.12","1","52.1"
"24.9","7.1","545.5","57.5","17","5.7","753.9","1.79","1.07","58.6"
"22.3","4.4","400.1","46.6","10.4","3.6","603.7","0.97","1.86","27.6"
"29.3","5.5","422","49.4","13.2","4.3","625.4","1.27","1","48.9"
"28.3","6.7","488.5","57","17.1","6.9","709.6","1.77","0.8","64.4"
"28","5.5","454.5","48.6","11","4","656","0.5","1.5","33.3"
"23.6","5.6","481.2","54.4","16.6","4.8","685.6","1","1","40"
"25.2","5.4","472.2","54.9","15.2","5.4","670.2","0.8","0.8","40"
"28.9","5.6","458","53.4","15.8","6.3","678.8","1.67","0.83","58.3"
"28.5","8.5","475.5","56.1","10","4.5","682","2.5","1","66.7"
"36.5","2","392","48.6","13.5","5","615.5","1","1","33.3"
"30","5","306.5","33.5","7.5","1","490.5","0","1.5","16.7"
"27.8","5","351.4","43","13","4.5","569.8","1.74","0.97","71.6"
"34.8","3.8","340.6","41.4","11.5","3.5","540.9","1.18","1.73","30.3"
"23.3","6","541.7","56.7","15.1","5.5","754","1.68","0.95","66.7"
"24.8","5.8","474.7","52","12.8","4.5","679","1.77","1.45","43.9"
"20.9","5.5","476.1","53.8","10.2","3.9","678.1","1.38","2","33.3"
"23.6","7","472.8","52","14.1","5.2","684.1","0.88","1.25","41.7"
"23.3","4.6","578.8","59.4","11","4.4","768.3","1.67","0.89","70.4"
"25.7","3.7","359.3","43.3","9.4","2.8","551.1","0.89","2.11","11.1"
"26.2","3","397.3","45.4","12.8","3.3","601.8","0.83","0.83","50"
"20.7","5.8","531.7","58.5","11.6","3.8","729.1","1.27","0.92","52.6"
"28.6","6.7","488.7","56.7","16.3","6.5","708.8","1.81","0.77","65.4"
"23","7.7","485.3","53.3","15","5.3","703","1.33","1.25","47.2"
"29.3","6.2","409.8","48.2","12.7","4.2","599.8","1.23","1.85","30.8"
"28.9","5.7","460","53.6","16.3","6.8","681","1.85","0.85","61.5"
"25","5.8","391","46.8","13.2","4.2","596.9","1.85","1.54","53.8"
"26.9","5","349.7","42.5","13.2","4.5","568.6","1.74","1","71"
"20.4","5.7","519.3","57.4","11.2","3.7","716.6","1.27","0.9","55.6"
"28.9","5.8","359.7","45.7","12.5","4.4","573.4","1.21","0.84","54.4"
"23.3","6.1","478.5","53.3","13.4","4.7","682.5","1.84","1.47","45.6"
"26.3","5.7","419.7","48.7","15","4","626.3","0.67","1.67","22.2"
"25","5.3","509.3","58.2","18.7","8.3","716","1.67","1","55.6"
"25","7.1","583.4","60.4","21.1","7.6","809.6","1.43","1","61.9"
"27.1","6","439.6","50.4","11.6","4","641.4","1.57","1","57.1"
"26.3","3.4","479.6","53.9","13.7","5.6","677.4","1.14","1.14","42.9"
"21.4","4.8","382.4","44.8","9.4","3.4","582.2","1","2.14","23.8"
"26.4","5.5","363.4","45.7","12.3","4","576.6","1.11","1.32","39.3"
"27.3","4.6","321.8","39.6","9.7","3","519.4","1.04","1.29","42.9"
"26.1","5.7","464.8","52.6","12.3","4.3","676","1.26","1.65","40.6"
"20.5","6","510.1","56.8","13.8","4.2","711.3","1.33","1.42","40.3"
"22.6","7","515.3","56.7","16.4","5.4","730.5","1.71","1.41","51"
"24.9","6.8","541.3","57.1","16.2","5.6","749.4","1.89","1.06","59.3"
"28.1","6.6","486.4","56.8","17.2","6.7","707.6","1.86","0.78","64.8"
"24.3","6.6","553.5","57.2","19.2","6.7","778.4","1.91","0.73","75.8"
"25.8","3.9","412","49.3","11.2","2.8","630","0.91","1.82","12.1"
"22.9","7.3","493.5","53.4","14.4","5.1","708","1.1","1.2","46.7"
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"22.7","6.2","550.8","57.6","15.2","5.6","765.8","1.7","1.03","60.6"
"26","5.8","464.5","53","12.4","4.2","676.6","1.15","1.65","37.2"
"26","4.4","414.1","49","10.4","3.1","623.5","0.78","1.78","19.8"
"27.1","4.5","338.3","41.1","13.1","4.7","555.9","1.81","1.07","69.1"
"32.9","5","386.9","46","10.8","3.4","579.9","1.11","1.89","29.6"
"32.3","3.9","343.5","40.5","10.8","3.5","539.1","1.19","1.89","28.4"
"26.9","5.8","397.4","48.5","14.4","4.8","610.2","1.69","1.31","54.6"
"24.7","6","475.5","53","12.4","4.1","684.3","1.16","1.74","36.8"
"25.4","4.7","414.8","49.5","10.7","3.2","628.2","0.8","1.85","13.3"
"23.5","4.4","380","44.7","9.3","3.3","581.8","0.95","1.75","28.3"
"20.1","6","524.1","58.3","11.3","3.8","721.5","1.24","0.92","56.8"
"23","4.2","400.9","47","10.5","3.9","605.4","1.06","1.85","28.3"
"22.9","6","538.4","56.3","14.9","5.3","750.3","1.61","0.96","63.8"
"27","5.4","363","45.2","12","4.1","575.7","1.04","1.17","44.9"
"27.1","4.8","338.4","41.5","13.3","4.7","555.7","1.83","1.13","68.1"
"20","5.6","540.3","59","11.2","3.5","737.3","1.22","0.91","53.6"
"32.5","4.8","390.4","45.8","10.7","3.5","580.9","1.22","1.87","33.3"
"31","3.6","345.8","40.6","10.4","3.5","538.7","1.22","2","27.5"
"25.3","4.8","328.3","40.3","9.6","3","522.3","0.96","1.3","40.6"
"28.8","5.7","376.7","45.8","13.2","4.6","589.5","1.57","1.22","52.2"
"26.5","4.6","329.2","40.8","13.5","4.9","546.2","2.06","1.39","70.4"
"22.7","7.1","516.7","57","16.5","5.4","731.2","1.71","1.37","52.4"
"32.4","4.8","376.2","45.4","10.8","3.4","571.4","0.97","1.72","28.7"
"33.4","4","336.1","40.9","11.6","3.6","534.6","1.19","1.67","32.4"
"25.9","5.8","358.9","45.6","12.4","4.1","572.2","1.09","1.31","38.5"
"19.8","5.8","502.1","56.9","13.9","4.1","703.9","1.3","1.45","38.3"
"23.7","7.4","503.1","56.6","16.1","4.8","720.7","1.11","1.26","47.4"
"23.6","7.3","547.1","57.8","17.4","6.4","750.6","1.95","1.05","65"
"25.2","5.8","440.9","51.2","14.4","4.6","644.2","1.3","1.2","40"
"22.2","3.7","415.2","48.4","10.8","3.4","608.8","1.05","1.05","48.3"
"24.8","3.8","493.2","53.3","11.6","3.7","690.4","0.85","1.3","31.7"
"28.2","5.6","477.6","55.4","15.3","6.3","696","1.7","0.8","60"
"22.6","6.2","541.4","57.1","15.2","5.6","757.1","1.59","0.96","63"
"22.7","7.3","516.9","57.4","16","5","732.9","1.48","1.44","46.7"
"20.9","5.6","525","57.8","11.4","3.9","721.9","1.33","0.96","54.3"
"20.9","4.3","432.9","49.6","10.8","3.4","624.8","1.07","1.22","48.1"
"27.9","5.5","394.2","47.8","13.6","4.5","606.8","1.52","1.15","53.1"
"22.9","7","509.1","56.2","16","5.3","724.4","1.65","1.39","51.6"
"20.2","6","518.7","57.4","11","3.6","715.8","1.21","0.91","56.6"
"27.5","5.6","394.2","48.1","14.2","4.6","607.4","1.64","1.27","53.5"
"24.2","5.9","479.8","52.3","13.1","4.3","684.7","1.74","1.48","42"
"25.5","4","384.9","44.9","11.8","3.6","589.9","1.17","1.13","46.4"
"29.6","3.4","340.2","40.1","10.9","3.4","532","1.06","2.06","22.2"
"29","5","461.7","51.8","12.9","4.9","664.9","1.67","1.14","53.7"
"26.6","4.3","313.3","37.6","10.6","3.3","504.3","1.17","1.29","42.9"
"18.2","8","557.5","59.8","19.8","6.8","761.8","2.25","1","83.3"
"30","2","561","52.6","11","7","743","3","1","100"
"28.6","4.2","420.7","44.3","9.9","3.4","605.8","0.78","2.17","22.2"
"26.5","5.2","484.2","55","15","6.5","689.2","1.67","0.67","72.2"
"28.1","4.6","402.2","47.7","13.2","3.6","601.7","1.26","1.69","37.1"
"26.4","4.4","365.7","46.4","11.2","3.8","563.4","1.12","1.64","40.4"
"27.2","5.3","370.1","47","11.9","3.7","580.6","1.3","1.67","34.4"
"27.7","6.3","286.7","35.4","10","3.3","493.7","1","1.67","11.1"
"29.2","6.2","458.5","53","11.9","4.3","662.8","1.46","1.96","36.1"
"","","","","","","","","",""
"22.8","5.5","528.5","54.7","14.7","5.2","727.3","2.11","0.81","80.6"
"28.8","3.8","432.5","49.6","9.3","2.5","628.7","0.71","1.19","25.8"
"21.4","7","603.9","60.6","19.3","7","800","2.57","1.43","76.2"
"28.1","5.6","440.1","51.1","13.1","4.9","644.9","1.31","1.25","47.9"
"28.9","5.3","442.1","50.8","12.8","4.7","646.8","1.32","1.21","47.4"
"25.6","7.3","585.8","65","16.5","5.6","789.5","2.05","1.11","68.4"
"29.8","4","423.8","47.3","9.1","2.6","618.6","0.89","1.16","31.6"
"31.2","3.7","316.2","38.6","9.8","2.8","509.7","0.89","1.84","24.6"
"25.6","3.9","310.6","37","10.3","3.1","498.7","1.32","1.21","45.6"
"28.7","5","403.4","48.2","14.3","3.5","604.5","1.21","1.74","38.6"
"22.3","4.5","294.5","36.2","10.7","3.5","480.4","1.09","1.36","39.4"
"20.5","5.1","551.8","56.1","14.3","4.7","757.5","2.24","1.12","66.7"
"34.1","3.7","327.5","37.8","9.2","2.8","516.5","0.94","1.65","33.3"
"23.2","5","525.9","54.6","15.4","5.6","732.6","2.06","0.65","84.3"
"28.7","4.2","426.6","45","9.9","3.4","611.8","0.82","2.12","23.5"
"25.5","5.1","375.2","42.9","11.3","3.5","564.2","1.35","1.71","33.3"
"31.1","6.2","525.6","55.7","15.9","5.5","742.3","1.41","1","58.8"
"28.8","4.9","431.6","49.4","11.2","4.1","635.9","1.18","2.18","23.5"
"25","4","361.3","45.8","11.1","3.8","561.4","1.24","1.71","41.2"
"30.8","3.8","345.8","37.4","8","1.8","530.4","0.6","1.6","26.7"
"27","4.7","367","41.9","10.9","3.2","557.7","0.96","1.72","28"
"24.9","5.7","387","46.9","11.4","3.4","585.1","1","1.78","33.3"
"29.5","3.7","423.4","48","8.9","2.5","617","0.92","1.15","30.8"
"28.6","4.7","400.3","47.7","13.4","3.4","597.7","1.35","1.69","42.3"
"23.1","5.4","524.6","54.3","14.2","5.1","725.4","2.12","0.85","79.4"
"34.3","4.1","322.4","39.1","10.3","3.3","513.2","1.07","1.45","36.8"
"23.6","5.5","533","54.7","14.3","5.1","735.5","2.11","0.75","82.1"
"30.3","4.5","417.2","45.3","10.3","3.4","607.6","0.9","2","27.6"
"27","4.9","364.4","41.8","11.2","3.5","556.3","1.18","1.68","35.7"
"23.3","7.1","588.6","61.3","16.8","6.1","793.1","2.1","1.24","64.4"
"30.5","6.3","546.4","57.6","17.1","6.3","758.9","1.56","0.85","64.2"
"24.6","5","485.1","55.2","15","5.1","690.7","1.22","1.33","40.7"
"26.6","3.9","352.8","44.9","10.8","3.7","550.9","1.18","1.71","36.9"
"29.7","3.7","449.8","42.9","8.8","2.8","637.2","1.17","2","38.9"
"28.3","4.7","288.3","35.1","9.7","3","484","0.83","2","5.6"
"28.7","3.7","416.8","48.4","12.8","4.2","623","0.83","1.67","22.2"
"27.7","3.3","355","42.8","10","4","543","1.67","1.83","38.9"
"19.3","3.7","402.7","48.6","14.5","2.8","604.5","1.17","2.67","16.7"
"20.1","5.4","566","56.5","14.8","5","775","2.36","1","73.8"
"35.3","4","334.9","37.9","9.2","2.6","526.6","0.86","1.64","33.3"
"30.4","4","435.7","44.9","9.1","3","622.4","0.79","2.07","26.2"
"23.4","4.5","396.9","45.4","11.1","3","586.6","1.21","1.71","31"
"31","4.1","415.5","47.2","11","4.1","619.6","1.14","2.21","21.4"
"25.6","3.8","366.7","45.5","11.6","3.8","563.6","1.29","1.71","42.9"
"29.7","4.7","406.3","47.1","9","3.7","591.3","0.67","1.67","11.1"
"23","4.7","510","55.3","10.7","5.3","740.3","2","1.67","44.4"
"26.7","4.3","324.3","35.7","6.3","1.7","507.3","0.67","1.33","33.3"
"23.3","7","586.7","60.1","18.3","5","789","1.67","2","44.4"
"19","4","528","52.7","17.3","7","725.3","2","0.33","100"
"30.7","4.7","446.7","52.6","9","2.3","642","1","0.67","55.6"
"22.7","5","392","47.3","9.3","1.7","594.7","0.67","2","11.1"
"20","2","326.3","39.3","10.7","2.3","516.3","1","1.67","33.3"
"21.5","5.9","572.7","58.8","15.5","5.2","776","2.17","1.17","65.3"
"22.5","6.5","609.5","62.5","17.1","6.2","812.6","2.17","1.25","63.9"
"30.8","6.1","550.9","58.1","17","6.1","765.6","1.5","0.88","62.5"
"30.5","3.8","430.8","48.9","9","2.3","628.5","0.79","1.12","29.2"
"27.5","4.8","385.5","46.7","11.5","3.8","582.7","1.21","1.5","40.3"
"32.6","3.5","320.5","38.8","9.7","3","514.4","1","1.75","26.4"
"28.8","4.5","392.2","46.2","13.3","3.4","589.1","1.33","1.71","43.1"
"29.7","5.9","455.9","52.2","11.3","4","658.9","1.37","1.93","33.3"
"28.8","5.3","448.5","50.7","12.9","5.1","653.3","1.63","1.11","54.3"
"31.2","4.4","418.4","45","10.3","3.4","609.1","0.89","1.96","25.9"
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"","","","","","","","","",""
"28.9","5.1","450.5","51.3","11.8","4.2","652.1","1.44","1.81","38.9"
"24.4","7.4","596","64.6","16.6","5.5","799","2","1.06","65.7"
"29.1","3.7","419.7","48","9.1","2.6","613.9","0.72","1.33","25.9"
"26.7","4.8","387.6","46.8","11.1","3.6","586.2","1.08","1.44","38"
"31","4.2","323.2","39.6","10.3","3.1","516.3","0.8","1.71","22.9"
"31.1","4.2","329.5","39","9.5","3","516.4","1.1","1.55","38.3"
"28.8","4.4","424.7","45","10.4","3.6","611.6","0.85","2.2","21.7"
"26.4","4.9","370.7","42.4","11","3.5","560.9","1.2","1.55","35"
"31","3.6","314.9","38.1","9.8","2.9","507.9","0.95","1.85","25"
"28.8","5","439","49.7","11.5","4.2","642.6","1.15","2.25","25"
"29","6.7","518.6","59.6","18.2","6.2","734.2","1.95","0.7","70"
"25.6","4","357.1","45.7","10.6","3.6","556.2","1.15","1.8","36.7"
"28.2","4.8","403","47.6","14","3.4","602.7","1.15","1.75","36.7"
"27.5","5.3","365.6","46.4","12","3.8","576.6","1.35","1.61","36.6"
"28.9","5.1","455.5","50.9","12.8","5.2","660.1","1.78","1.12","56.2"
"24.7","5.2","486.7","55.7","15.2","5.1","691.4","1.23","1.23","44.4"
"27.3","4.8","383.5","46.5","10.8","3.6","583.5","1.06","1.47","37.5"
"32.1","4","318.5","38.9","9.9","3","512","0.77","1.81","21.5"
"27.8","6.9","523.4","59.8","17.3","6.1","736.2","2.06","0.71","73.1"
"27","4.3","356.5","45.5","11","3.8","555.1","1.16","1.68","39.8"
"26.9","5.6","402.9","49.3","9.7","3","598.4","0.86","1.57","38.1"
"20","5.6","598.4","57.1","15","5","808.3","2.29","1","76.2"
"19.3","6.6","551.7","57.4","17.4","6","760.3","1.71","1.29","61.9"
"28.3","6.7","397.4","51.8","15","4.1","624.1","1.57","1.14","52.4"
"24.4","5.7","570.7","63.1","16.9","6","779.3","2.57","1","85.7"
"25.3","5.4","360.6","44.9","10.6","2.7","563.4","0.71","2.29","14.3"
"20.6","5.1","293.6","38","11.9","3.9","484.4","1.14","1","42.9"
"26.9","5.8","390.5","49.1","13.3","4.3","608.1","1.75","1.94","31.2"
"27.6","4.2","432.2","48","9.1","2.6","625.2","0.81","1.19","31.2"
"26.1","5.1","369.1","45.7","11.7","3.6","564.2","1.06","1.38","41.7"
"29.9","3.8","309.4","37.4","9.8","2.8","502.9","0.88","1.75","22.9"
"25.4","4","311.1","37.7","10.9","3.4","498.1","1.44","1.19","47.9"
"28.1","4.6","397.3","47.3","13.4","3.1","598.4","1.12","1.94","33.3"
"28","5.5","498.5","57.6","16.5","7.8","701.2","1.75","0.5","83.3"
"33.5","4.5","482","48","11.2","3.5","679","1.25","0.75","58.3"
"22","4","392.2","44.8","12.8","3.8","588.2","1","1.75","33.3"
"29","6.2","588.5","65.4","17","5.2","796.5","2.75","1","100"
"19","5.8","287.5","37.2","12.2","2.8","483","0.5","0.75","33.3"
"29.7","5.9","452.4","52.2","11.7","4.2","656.1","1.43","1.93","35.7"
"25.9","5.3","382.9","48.2","12","3.9","593.2","1.3","1.7","30.9"
"28.5","5.2","454.1","51.1","13","5.1","657.8","1.68","1.07","56"
"26.9","4.8","385.2","46.5","10.9","3.8","583","1.14","1.43","42.9"
"31.8","3.8","322.6","38.7","9.6","2.9","516.1","0.89","1.85","23.5"
"26.6","4.1","312.7","37.4","10.2","3.1","504.1","1.29","1.32","47.6"
"27.8","4.8","403.6","47.9","13.4","3.5","601.4","1.36","1.75","39.3"
"25.2","6.5","418.6","52.7","14.8","4.5","644.6","1.45","1.73","33.3"
"28.7","5.5","453.5","51.6","13.2","5.3","655.3","1.36","1.18","54.5"
"27.8","6.5","539","56.3","17.4","5.6","752.6","1.45","1.18","54.5"
"22.9","5","507.5","56.3","16.5","5.7","700.3","1.09","1.09","39.4"
"23.2","5.5","382.5","46.4","12","3.5","576.5","1.18","1.64","39.4"
"27.4","3.8","303.7","37.2","8.9","2.5","495.4","0.82","1.91","15.2"
"31","7.2","502","59.1","17.7","5.6","718.1","1.36","0.55","63.6"
"26","3.8","362.1","43.8","11.4","3.9","555.4","1.36","1.73","45.5"
"16","7","353","47.5","10","3","558","0","1","0"
"15","3","453","50.3","18","5","619","1","2","0"
"16","6","420","54.4","12","1","611","1","1","33.3"
"49","4","383","52.5","17","9","613","1","0","100"
"22","6","483","57.5","13","4","710","1","1","33.3"
"36","2","325","35.7","5","1","522","1","1","33.3"
"23","6","245","37.7","13","3","476","1","0","100"
"30","6.1","451","51.9","11.6","4.2","655.6","1.43","1.76","39.7"
"26.9","5.2","391.2","48.6","12","4","604","1.43","1.9","25.4"
"23.6","6.3","598.5","61.5","17.4","6.4","802.4","2.33","1.14","71.4"
"26.4","7.3","583.4","64.8","16.2","5.4","786.5","1.95","1.24","66.7"
"30.1","3.8","429.2","48.4","8.9","2.4","625.9","0.81","1.05","31.7"
"27.8","5","379.8","46.4","11.6","3.8","577.1","1.29","1.57","42.9"
"26","3.9","309.3","36.7","9.8","3","497.5","1.33","1.33","46"
"29.3","5.3","442.5","50.4","11.4","4","644.6","1.36","1.91","35.4"
"30","4.6","413.9","45.3","10.5","3.4","604.7","1.03","2.03","30.3"
"27.1","4.9","424.6","47.9","10.9","3.8","625.8","1.12","2.06","28.3"
"28.1","4.5","404.8","48.1","13.2","3.6","603.7","1.33","1.79","37.4"
"27.8","5.5","409.9","49.4","11.2","3.9","607","1.5","1.5","45.8"
"19.6","5.5","587.9","56.1","15.1","5.1","800.1","2.38","1.12","79.2"
"32.4","4","342","37.3","8.6","1.9","531.4","0.75","1.5","29.2"
"27.5","3.9","443.1","43.6","9","2.9","631.5","1","2.5","29.2"
"20.6","4.6","407.6","44.3","11.1","3.1","591.6","1","1.75","33.3"
"20.6","6.5","606.8","61.1","18","6.5","804.6","2.25","1.25","70.8"
"28.5","3.9","429","47.8","12.2","4.2","635.9","1","1.88","16.7"
"23.2","4","386.8","47.1","14.8","2.9","590.2","1.12","2.12","29.2"
"27.4","5.8","403.2","48.1","9","3.6","593.2","0.6","1.8","26.7"
"18.6","4.8","583.8","56.7","14.6","5.4","797.8","2.4","1.4","66.7"
"25.2","5.2","573.8","58.1","17","6.2","771.6","2.2","1.6","66.7"
"23.8","4.6","475.4","51.6","16.2","5.2","683.6","1.6","1.2","60"
"27.6","4.6","473.6","52.6","9.2","2.2","671.6","1","1.4","33.3"
"22.4","6","370.2","45","11","2.2","577.4","0.6","2.8","6.7"
"26.2","5","274","33.2","9.4","2.8","468","0.6","1.8","6.7"
"30.2","4","422","49.8","12.8","4","631.8","0.8","1.4","26.7"
"23.8","5.3","525.5","54.2","14.2","5.1","729.4","2.08","0.72","80"
"25.8","5.3","386","48.3","12","4","596.3","1.28","1.84","25.3"
"29.3","5.2","446.3","50.3","12.8","5","650.9","1.6","1.08","54.7"
"30.1","4.4","416.4","43.9","10.2","3.5","605.9","0.88","1.96","26.7"
"26.3","3.9","358.8","45.1","10.8","3.8","557.2","1.16","1.68","40"
"26.8","3.8","309.5","37","10.3","3.2","501.2","1.36","1.24","49.3"
"36.4","3.5","340.3","37.8","8.8","2.3","531.1","0.92","1.58","38.9"
"21.2","5.8","548","55.3","16.6","6.1","754.8","2.25","0.75","77.8"
"30.4","3.9","435.4","44.6","9.3","3","625.5","0.83","2.25","27.8"
"23.6","4.8","405.8","45.7","10.6","2.8","595.3","1.17","1.67","33.3"
